Area,Primary Substation Name,GSP Parent,BSP Parent,Break Fault Level vs Rating (kA),Location Latitude,Location Longitude,Location Grid Ref,Nameplate Rating (MVA),Sum of quoted generation (MVA),Minimum Load (MW),Maximum Load (MW),Contracted Generation (MVA),Available Headroom Capacity (MVA),Reverse Powerflow Capability (%),Upstream status,Transmission Works,Transmission reinforcement date,Downstream status,Distribution Works,Distribution reinforcement date,SoW needed?,Part of SWAN?,Other constraints,Voltage (kV),Site Classification
ENGLAND,BROCKHURST,LOVEDEAN,Fareham T1A T2A (90MVAs),9.47/13.1,50.815062,-1.158483,SU 59381 02061,30,0,4.9687614441,22.4676367008,0,26,50,Unconstrained,,,Unconstrained,,,Yes,Yes,Partialy constraint due to limited reverse power capacity,33/11,Amber
ENGLAND,BROMHAM,MELKSHAM,NORRINGTON,2.71/13.1,51.392983,-2.0205036,ST 98670 65994,5,0,0.4256001115,2.3762266562,0.4,0,50,Constrained,,,Constrained,,,Yes,No,Constrained due to Primary transformers limitations under FCO.,33/11,Red
ENGLAND,BROOK STREET,BRAMLEY (BASI),BASINGSTOKE T3 & T4,9.81/13.1,51.265682,-1.0915307,SU 63480 52228,30,0,3.226886034,13.7675693071,0,33,50,Constrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,BRUTON,MELKSHAM,FROME,3/25.0,51.114782,-2.4429037,ST 69094 35148,8,0,1.1583616734,5.2632115503,1.362,5,50,Constrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,BURFORD,COWLEY,WITNEY & YARNTON,5.84/13.1,51.810811,-1.6290442,SP 25671 12529,6.5,0,0.8596262336,4.3982481752,0,3,50,Constrained,,,Constrained,,,Yes,No,Limited expansion space for CB connections,33/11,Red
ENGLAND,BUSHEY,MANNINGTON GSP,WAREHAM,2.49/13.1,50.651464,-2.0343059,SY 97671 83532,3.5,0,0.3593181074,1.6113117224,0,0,50,Constrained,,,Constrained,,,Yes,Yes,Constrained due to upstream thermal limitations.,33/11,Red
ENGLAND,BUTTS ASH,FAWLEY,LANGLEY,11.21/25.0,50.849954,-1.4058504,SU 41923 05772,23,0,4.0141297684,16.2685364449,11.5,0,50,Constrained,,,Constrained,,,No,Yes,"Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. ",33/11,Red
ENGLAND,CALNE,MELKSHAM,CHIPPENHAM,11.73/13.1,51.451457,-1.9938927,SU 00521 72497,21,0,1.6027144696,15.2849671283,12.5,0,50,Constrained,,,Constrained,,,Yes,No,Constrained due to upstream thermal limitations and fault level constraints ,33/11,Red
ENGLAND,CAMBERLEY,FLEET BRAMLEY,CAMBERLEY MAIN,13.67/25.0,51.327586,-0.7587053,SU 86584 59452,80,0,8.8523216248,25.8616671491,0,85,50,Unconstrained,,,Unconstrained,,,No,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,CANAL BANK 11KV,WILLESDEN,CANAL BANK 11KV,15.9/25.0,51.533702,-0.25795373,TQ 20927 83082,2 x 30/60, -   ,23.4,60, -   ,80,95,Unconstrained,,,Partially Constrained,,,No,No,None known,22/6.6,Amber
ENGLAND,CANAL BANK 6.6KV,WILLESDEN,ACTON LANE,12.3/13.1,51.533702,-0.25795373,TQ 20927 83082,3 x 11.5, -   ,1.6,9.1, -   ,13,50,Constrained,,,Constrained,To be made redundant and supseded by CANB 11kV,,No,No,Not applicable,66/11,Red
ENGLAND,CARTERTON,COWLEY,WITNEY & YARNTON,8.91/13.1,51.768376,-1.5918589,SP 28261 07823,30,0,4.93,18.9176883892,0,3,50,Constrained,,,Constrained,,,Yes,No,Limited expansion space for CB connections.,33/11,Red
ENGLAND,CASTLE CARY,AXMINSTER,YEOVIL,5.67/25.0,51.07757,-2.5076407,ST 64534 31039,15,7.5,1.1707707057,6.2598880885,5.27,7,50,Constrained,,,Unconstrained,,,Yes,Yes,"Moderate proximity to upstream 33kV circts restrictions. There is no reverse power capacity at the Yeovil BSP, 33kV circuit thermal limitation.",33/11,Red
ENGLAND,CAUSEWAY,LALEHAM,STAINES,14.4/25.0,51.43481,-0.52304188,TQ 02763 71680,"2 x 15/30, 1 x 12/24", -   ,12.1,33.7,14.1,25,50,Partially Constrained,,,Unconstrained,,,No,No,None known,33/11,Amber
ENGLAND,CAVERSHAM,FLEET BRAMLEY,READING TOWN,8.5/13.1,51.476173,-0.9717028,SU 71512 75747,30,0,2.7457485199,13.2250102111,0,6,50,Constrained,,,Constrained,,,Yes,Yes,"Voltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSPVoltage level constraints on the 33kV network
Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP",33/11,Red
ENGLAND,CENTRAL,MANNINGTON GSP,BOURNEMOUTH,10.22/13.1,50.72691,-1.8555358,SZ 10293 91931,30,0,6.0366826057,26.8072421061,5.4,31,50,Unconstrained,,,Unconstrained,,,Yes,Yes,Constrained due to upstream thermal limitations.,33/11,Green
ENGLAND,CENTRAL BRIDGE,NURSLING,Southampton (2 x 60),10.27/25.0,50.899208,-1.3957251,SU 42591 11255,40,0,4.1629734039,19.3416212888,0.1455,44,50,Constrained,,,Constrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,CERNE ABBAS,CHICKERELL GSP,CHICKERELL,1.32/13.1,50.807908,-2.4819181,ST 66140 01039,2.6,0,0.2400689252,1.7635334023,0,3,50,Constrained,,,Constrained,,,No,Yes,Constrained due to Primary transformers limitations.There is no reverse power capacity at the Chickerell BSP,33/11,Red
ENGLAND,CHALVEY,IVER 132KV,CHALVEY,13.71/25.0,51.504952,-0.60858214,SU 96669 79364,76,6,13.44,40.7,8.8,42.6,50,Unconstrained,,,Unconstrained,,,No,No,None known,33/11,Green
ENGLAND,CHANDLERS FORD,NURSLING,VELMORE,8.41/25.0,50.99173,-1.3816586,SU 43494 21552,30,0,2.9598218517,13.1130624107,0,32,50,Constrained,,,Constrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,CHAPEL,NURSLING,Southampton (2 x 60),13.6/25.0,50.905736,-1.3919713,SU 42849 11983,15,0,2.6666288376,11.7174561305,0,17,50,Constrained,,,Constrained,,,Yes,Yes,None known,33/6.6,Green
ENGLAND,CHARLBURY,COWLEY,WITNEY & YARNTON,6.39/13.1,51.862809,-1.478127,SP 36034 18376,15,0,1.2,5.718088,4.378,3,50,Constrained,,,Constrained,,,Yes,No,Limited expansion space for CB connections,33/11,Red
ENGLAND,CHARMINSTER,CHICKERELL GSP,CHICKERELL,5.95/25.0,50.737358,-2.4646274,SY 67309 93186,12,0,2.1490654945,8.282455914,0,14,50,Constrained,,,Unconstrained,,,No,Yes,There is no reverse power capacity at the Chickerell BSP,33/11,Amber
ENGLAND,CHICHESTER,LOVEDEAN,CHICHESTER & HUNSTON,13.12/25.0,50.858952,-0.69142141,SU 92198 07420,23,0,3.27,18.7348524177,16.35,9,50,Constrained,,,Unconstrained,,,Yes,Yes,"There is no reverse power capacity at the BSB and new generations will requier new BSP Transformer, AVC reinfocement, 33kV switchgear reinforcement at Chichester BSP",33/11,Amber
ENGLAND,CHICKERELL,CHICKERELL GSP,CHICKERELL,9.48/25.0,50.623273,-2.4893718,SY 65479 80511,14.8,0,0.4825706054,9.4874502325,4.769,10,50,Constrained,,,Unconstrained,,,No,Yes,There is no reverse power capacity at the Chickerell BSP,33/11,Amber
ENGLAND,CHILTON CANTELO,AXMINSTER,YEOVIL,7.83/20.0,50.992393,-2.601093,ST 57910 21616,9.75,0,2.4382651605,8.3432541045,0,12,50,Constrained,,,Unconstrained,,,Yes,Yes,"Moderate proximity to upstream 33kV circts restrictions.There is no reverse power capacity at the Yeovil BSP,33kV circuit thermal limitation.",33/11,Red
ENGLAND,CHINEHAM,BRAMLEY (BASI),BASINGSTOKE T1B & T2B,9.01/25.0,51.297658,-1.0675922,SU 65105 55805,30,0,3.0308181018,16.0247500193,1.368,32,50,Constrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,CHIPPING NORTON,COWLEY,WITNEY & YARNTON,5.53/25.0,51.938753,-1.5449165,SP 31382 26792,15,0,3.4750847816,9.7817778596,0.05,3,50,Constrained,,,Unconstrained,,,Yes,No,Constrained due to upstream thermal and voltage issues.,33/11,Red
ENGLAND,CHISBRIDGE,COWLEY,HIGH WYCOMBE,6.32/13.1,51.595539,-0.84320641,SU 80226 89155,9.8,0,2.0303218365,5.7891842703,0,1,50,Constrained,,,Constrained,,,Yes,No,Limited expansion space for CB connections. Upstream Voltage & thermal issues.,33/11,Red
ENGLAND,CHISLEDON,MINETY,TOOTHILL,7.23/25.0,51.518014,-1.7290952,SU 18894 79934,15,0,1.0973951817,4.2246093679,0,0,50,Constrained,,,Constrained,,,Yes,Yes,thermal constraint on Minety - Galileo 132kV cct,33/11,Red
ENGLAND,CHOBHAM,FLEET BRAMLEY,BRACKNELL RESERVE,6.6/25.0,51.359776,-0.60574616,SU 97173 63223,14.3,0,2.1094374657,11.4903141305,0,11,50,Unconstrained,,,Unconstrained,,,Yes,Yes,BSP 33kV CBs close to fault rating,33/11,Red
ENGLAND,CHOLSEY,COWLEY,DRAYTON,5.75/13.1,51.558051,-1.1615505,SU 58223 84685,15,0,1.3488965034,6.22079412,0.3,7,50,Constrained,33kV reinforcements between Milton - Drayton,,Unconstrained,,,Yes,No,Constrained due to 33kV circts limitations under FCO.,33/11,Red
ENGLAND,CHRISTCHURCH,MANNINGTON GSP,CHRISTCHURCH,8.87/20.0,50.737671,-1.7789084,SZ 15698 93141,39,0,5.8584260941,23.0047956557,0,0,50,Constrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,CHURCH ROAD,LALEHAM,EAST BEDFONT A,7.5/13.1,51.434438,-0.46468734,TQ 06820 71722,2 x 12.5, -   ,3.2,14, -   ,9,50,Unconstrained,,,Unconstrained,,,No,No,None known,44887,Green
ENGLAND,CIRENCESTER TOWN,MINETY,CIRENCESTER,10.43/13.1,51.706175,-1.9614436,SP 02761 00827,21,0,3.808883667,21.1539727536,1.526,0,50,Constrained,,,Constrained,,,Yes,Yes,thermal constraint on BSP transformers and upstream 132kV feeders,33/11,Red
ENGLAND,CLARENCE ROAD,IVER 132KV,CIPPENHAM,12.21/25.0,51.480746,-0.62393586,SU 95654 76652,45,0,8.0497722626,31.8963317514,0,30.6,50,Unconstrained,,,Unconstrained,,,No,No,None known,33/11,Green
ENGLAND,COCKLEBURY,MELKSHAM,CHIPPENHAM,12.86/13.1,51.46393,-2.1101146,ST 92447 73890,35.5,0,4.7210855484,16.3493307006,0,0,50,Constrained,,,Constrained,,,Yes,No,fault level constraint,33/11,Red
ENGLAND,CODFORD,MELKSHAM,FROME,3.66/25.0,51.155279,-2.0389563,ST 97372 39559,5,0,1.6730632935,3.5067521954,2,0,50,Constrained,,,Partially Constrained,,,Yes,No,Constrained due to 33kV CROC - CODF cct thermal and voltage limitations.,33/11,Red
ENGLAND,COKES LANE,IVER 132KV,DENHAM,10.94/13.1,51.66737,-0.56643504,SU 99240 97483,16.2,0,0.9209706783,8.3029195592,0,9,50,Unconstrained,,,Unconstrained,,,No,No,None known,22/6.6,Green
ENGLAND,COLLEGE PARK,LOVEDEAN,WYMERING & FORT WIDLEY,9.05/13.1,50.819978,-1.0659487,SU 65893 02686,13,0,2.0957200527,10.4527208055,0,15,50,Unconstrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,CORDWALLIS,FLEET BRAMLEY,MAIDENHEAD,9.27/13.1,51.528732,-0.72872194,SU 88285 81857,30,0,6.5538878441,21.5431923413,0,17,50,Constrained,,,Constrained,,,Yes,Yes,"Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for exportFleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP
Constrained on the 132kV circuits for export",33/11,Red
ENGLAND,CORFE MULLEN,MANNINGTON GSP,LYTCHETT,8.55/13.1,50.764227,-2.0214576,SY 98583 96071,30,0,2.654270486,13.1184815947,1.15,0,50,Constrained,,,Unconstrained,,,Yes,Yes,None known,33/11,Green
ENGLAND,CORSHAM,MELKSHAM,NORRINGTON,8.1/13.1,51.425098,-2.1917286,ST 86766 69583,10,0,2.6303482056,9.9176938609,2,5,50,Constrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,COTTISFORD,EAST CLAYDON,BICESTER NORTH,2.29/13.1,51.975494,-1.1421653,SP 59021 31128,2.5,0,0.2507933333,3.310472,0,0,50,Constrained,,,Unconstrained,,,No,No,Constrained due to upstream thermal limitations.,33/11,Red
ENGLAND,COURAGES,FLEET BRAMLEY,BURGHFIELD MAIN,10.43/13.1,51.420707,-0.98045501,SU 70990 69570,26.5,0,4.9130580053,15.00869652,5.7,25,50,Constrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,COVE,FLEET BRAMLEY,CAMBERLEY RESERVE,7.61/13.1,51.296164,-0.77631976,SU 85415 55937,24,0,2.9578230381,10.0124034042,0,26,50,Unconstrained,,,Unconstrained,,,Yes,Yes,Fleet GSP 132kV switchgear saturated for fault level capacity. 132kV reinforcement required at Fleet GSP,33/11,Red
ENGLAND,COWES POWER STATION,FAWLEY,COWES & WOOTTON COMMON,9.42/13.1,50.746401,-1.2850965,SZ 50535 94332,30,0,4.2794657351,21.3070990967,0,0,50,Constrained,,,Constrained,,,No,Yes,"Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. Highly meshed GSP with several 132kV constraints for combined SSEN & NG SGT outages.
A 3rd SGT has been triggered by SSEN (ModApp). 
ANM scheme in place on IOW to ease some of the 132kV constraints. ",33/11,Red
ENGLAND,COWLEY LOCAL,COWLEY,Cowley Local (2 x 90),11.14/25.0,51.723588,-1.1890402,SP 56113 03074,30,0,6.7558926557,26.721840063,0.709,35,50,Unconstrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
ENGLAND,COXMOOR WOOD,FLEET BRAMLEY,COXMOOR WOOD,4.99/16.0,51.250818,-0.87983124,SU 78275 50779,9.5,0,1.8289920092,7.678912596,0,5,50,Constrained,,,Unconstrained,,,Yes,Yes,Limited headroom at BSP circa 15MVA,33/11,Amber
ENGLAND,CREEKMOOR,MANNINGTON GSP,LYTCHETT,10.94/13.1,50.746693,-1.9935414,SZ 00552 94121,26,0,3.5582959652,15.8743365788,1.024,0,50,Constrained,,,Unconstrained,,,Yes,Yes,BSP Transformer rating under N-1,33/11,Red
ENGLAND,CRICKLADE,MINETY,CIRENCESTER,6.21/20.0,51.638158,-1.8655681,SU 09400 93270,15,0,1.8411852121,10.9176295486,0,0,50,Constrained,,,Partially Constrained,,,Yes,Yes,"thermal constraint on 33kV system, BSP transformers and upstream 132kV feeders.",33/11,Red
ENGLAND,CROCKERTON,MELKSHAM,FROME,7.25/13.1,51.189429,-2.1768679,ST 87736 43371,14,0,2.9644668571,11.7460959305,1,8,50,Unconstrained,,,Unconstrained,,,Yes,No,None known,33/11,Green
